城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驱车制动类型,前轮胎规格,后轮胎规格,abs,esp,定速巡航,gps,倒车雷达,倒车影像系统
长沙,别克 凯越 2015款 1.5L 自动经典型,2015,别克,5.79万公里,1.5L,自动,9.98万,4.98万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,25,4515/1725/1445,2600,405,1230,自然吸气,4缸,113,141,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,185/65 R14,185/65 R14,标配,-,-,标配,标配,-
天津,丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT精英版,2017,丰田,2.11万公里,1.8L,自动,15.93万,10.50万,国五,2次过户,非运营使用性质,公户产权性质,到店服务看车方式,2,4630/1775/1485,2700,-,1405,自然吸气,4缸,99,142,油电混合,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
唐山,本田XR-V 2015款 1.8L VTi CVT豪华版,2015,本田XR-V,2.98万公里,1.8L,自动,17.67万,11.50万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4270/1772/1605,2610,-,1304,自然吸气,4缸,136,169,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,标配,标配,标配,标配
苏州,奔驰C级 2013款 C 180 轿跑版(进口),2013,奔驰C级,4.59万公里,1.8T,自动,39.95万,16.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4590/1770/1406,2760,-,1520,涡轮增压,4缸,156,250,汽油,95号,直喷,前置后驱,机械液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,脚刹,225/40 R18,255/35 R18,标配,标配,标配,标配,标配,-
苏州,奔驰C级 2013款 C 180 轿跑版(进口),2013,奔驰C级,4.59万公里,1.8T,自动,39.95万,16.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4590/1770/1406,2760,-,1520,涡轮增压,4缸,156,250,汽油,95号,直喷,前置后驱,机械液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,脚刹,225/40 R18,255/35 R18,标配,标配,标配,标配,标配,-
苏州,奔驰C级 2013款 C 180 轿跑版(进口),2013,奔驰C级,4.59万公里,1.8T,自动,39.95万,16.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4590/1770/1406,2760,-,1520,涡轮增压,4缸,156,250,汽油,95号,直喷,前置后驱,机械液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,脚刹,225/40 R18,255/35 R18,标配,标配,标配,标配,标配,-
苏州,奔驰C级 2013款 C 180 轿跑版(进口),2013,奔驰C级,4.59万公里,1.8T,自动,39.95万,16.38万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4590/1770/1406,2760,-,1520,涡轮增压,4缸,156,250,汽油,95号,直喷,前置后驱,机械液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,脚刹,225/40 R18,255/35 R18,标配,标配,标配,标配,标配,-
成都,别克 凯越 2011款 1.6LE-MT,2011,别克,10.31万公里,1.6L,手动,11.71万,2.55万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,7,4515/1725/1445,2600,405,1250,自然吸气,4缸,110,146,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,195/55 R15,195/55 R15,标配,-,-,标配,-,-
成都,别克 凯越 2011款 1.6LE-MT,2011,别克,10.31万公里,1.6L,手动,11.71万,2.55万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,7,4515/1725/1445,2600,405,1250,自然吸气,4缸,110,146,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,195/55 R15,195/55 R15,标配,-,-,标配,-,-
太原,本田 雅阁 2011款 2.4L LX,2011,本田,11.78万公里,2.4L,自动,23.86万,8.50万,国四,6次过户,非运营使用性质,私户产权性质,到店服务看车方式,37,4960/1845/1480,2800,-,1515,自然吸气,4缸,179,225,汽油,92号,多点电喷,前置前驱,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/60 R16,215/60 R16,标配,标配,标配,标配,标配,-
广州,日产 轩逸 2014款 1.6XV CVT尊享版,2014,日产,12.3万公里,1.6L,自动,14.96万,6.60万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,26,4610/1760/1495,2700,510,1237,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/60 R16,195/60 R16,标配,-,-,标配,标配,标配
连云,标致2008 2014款 1.6L 自动潮流版,2008,标致2008,6.23万公里,1.6L,自动,11.91万,4.60万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,15,4180/1745/1580,2540,354,1253,自然吸气,4缸,117,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/65 R15,205/65 R15,标配,选配,-,标配,标配,-
无锡,雪铁龙 世嘉 2011款 三厢 1.6L 手动时尚型,2011,雪铁龙,9.87万公里,1.6L,手动,11.81万,1.99万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4556/1773/1486,2610,481,1300,自然吸气,4缸,106,142,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,标配,标配,-,-
哈尔,哈弗M6 2019款 1.5T DCT两驱精英型 国V,2019,哈弗M6,2.18万公里,1.5T,自动,8.79万,6.70万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,2,4649/1830/1705,2680,808-2010,1590,涡轮增压,4缸,150,210,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,手刹,225/65 R17,225/65 R17,标配,标配,标配,标配,标配,标配
西安,日产 骐达 2019款 1.6L CVT智行版 国VI,2019,日产,2.85万公里,1.6L,自动,13.34万,9.98万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4393/1766/1524,2700,435,1230,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/60 R16,195/60 R16,标配,标配,-,标配,标配,标配
武汉,别克 英朗 2021款 改款 典范 1.5L 自动精英型,2021,别克,0.01万公里,1.5L,自动,13.67万,8.48万,国六,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,0,4609/1798/1464,2640,-,1270,自然吸气,4缸,113,141,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
哈尔,日产 阳光 2016款 1.5XE CVT领先版,2016,日产,4.39万公里,1.5L,自动,9.88万,5.88万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,8,4456/1696/1514,2600,490,1055,自然吸气,4缸,112,139,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/70 R14,185/70 R14,标配,-,-,标配,标配,标配
杭州,宝马5系 2014款 525Li 豪华设计套装,2014,宝马5系,15.03万公里,2.0T,自动,54.23万,25.40万,国四,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,27,5055/1860/1491,3108,520,1760,涡轮增压,4缸,218,310,汽油,95号,直喷,前置后驱,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,电子驻车,245/45 R18,245/45 R18,标配,标配,标配,标配,标配,选配
南宁,丰田 凯美瑞 2018款 2.0G 豪华版,2018,丰田,2.5万公里,2.0L,自动,21.69万,18.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4885/1840/1455,2825,620,1560,自然吸气,4缸,169,201,汽油,92号,混合喷射,前置前驱,电动助力,麦弗逊式独立悬架,E型多连杆式独立悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,标配,标配,标配,标配
南宁,丰田 凯美瑞 2018款 2.0G 豪华版,2018,丰田,2.5万公里,2.0L,自动,21.69万,18.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4885/1840/1455,2825,620,1560,自然吸气,4缸,169,201,汽油,92号,混合喷射,前置前驱,电动助力,麦弗逊式独立悬架,E型多连杆式独立悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,标配,标配,标配,标配
呼和,福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2015,福特,7.54万公里,1.5T,自动,23.64万,8.50万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,4524/1838/1695,2690,-,-,涡轮增压,4缸,181,240,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,-
呼和,福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2015,福特,7.54万公里,1.5T,自动,23.64万,8.50万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,4524/1838/1695,2690,-,-,涡轮增压,4缸,181,240,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,-
呼和,福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2015,福特,7.54万公里,1.5T,自动,23.64万,8.50万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,4524/1838/1695,2690,-,-,涡轮增压,4缸,181,240,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,235/50 R18,235/50 R18,标配,标配,标配,标配,标配,-
宁波,福特 福克斯 2012款 三厢 1.6L 自动舒适型,2012,福特,13.46万公里,1.6L,自动,14.21万,4.50万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4534/1823/1483,2648,530,1338,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
杭州,日产 骊威 2015款 1.6XE CVT舒适版,2015,日产,4.53万公里,1.6L,自动,10.40万,6.20万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,11,4249/1695/1577,2600,371-1536,1152,自然吸气,4缸,124,153,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,带稳定杆扭力梁式后悬架,通风盘式,鼓式,手刹,185/65 R15,185/65 R15,标配,-,-,标配,标配,-
天津,日产 轩逸 2012款 1.6XE CVT舒适版,2012,日产,8.32万公里,1.6L,自动,14.00万,6.95万,国五,5次过户,非运营使用性质,公转私产权性质,到店服务看车方式,18,4610/1760/1495,2700,510,1237,自然吸气,4缸,126,154,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/60 R16,195/60 R16,标配,-,-,标配,标配,-
运城,大众 途观 2012款 1.8TSI 自动四驱菁英版,2012,大众,11.69万公里,1.8T,自动,29.50万,9.50万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4525/1809/1685,2684,400-1530,1710,涡轮增压,4缸,160,250,汽油,95号,直喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/55 R17,235/55 R17,标配,标配,标配,标配,标配,-
东莞,江淮 瑞风S3 2016款 1.5L CVT豪华智能尊享版,2016,江淮,5.49万公里,1.5L,自动,9.64万,3.98万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4325/1765/1660,2560,600,1220,自然吸气,4缸,113,146,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
重庆,起亚 智跑 2012款 2.0L 手动两驱版GL,2012,起亚,16.22万公里,2.0L,手动,17.89万,4.68万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4440/1855/1635,2640,-,1398,自然吸气,4缸,165,196,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
福州,别克 昂科拉 2014款 1.4T 自动两驱都市领先型,2014,别克,10.78万公里,1.4T,自动,19.20万,5.50万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4278/1774/1646,2555,356-1372,1420,涡轮增压,4缸,140,200,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,手刹,215/55 R18,215/55 R18,标配,标配,-,标配,标配,-
聊城,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,7.05万公里,2.0T,自动,44.48万,22.00万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,25,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,前置前驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,225/55 R17,225/55 R17,标配,标配,标配,标配,标配,选配
聊城,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,7.05万公里,2.0T,自动,44.48万,22.00万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,25,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,前置前驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,225/55 R17,225/55 R17,标配,标配,标配,标配,标配,选配
太原,本田XR-V 2015款 1.8L VTi CVT豪华版,2015,本田XR-V,7.34万公里,1.8L,自动,17.67万,9.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4270/1772/1605,2610,-,1304,自然吸气,4缸,136,169,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,标配,标配,标配,标配
太原,本田XR-V 2015款 1.8L VTi CVT豪华版,2015,本田XR-V,7.34万公里,1.8L,自动,17.67万,9.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4270/1772/1605,2610,-,1304,自然吸气,4缸,136,169,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,标配,标配,标配,标配
郑州,宝马5系 2014款 520Li 典雅型,2014,宝马5系,8.37万公里,2.0T,自动,47.28万,23.50万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,5055/1860/1491,3108,520,1740,涡轮增压,4缸,184,270,汽油,95号,直喷,前置后驱,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,电子驻车,225/55 R17,225/55 R17,标配,标配,标配,标配,标配,-
郑州,宝马5系 2014款 520Li 典雅型,2014,宝马5系,8.37万公里,2.0T,自动,47.28万,23.50万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,5055/1860/1491,3108,520,1740,涡轮增压,4缸,184,270,汽油,95号,直喷,前置后驱,电动助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,电子驻车,225/55 R17,225/55 R17,标配,标配,标配,标配,标配,-
广州,本田 缤智 2015款 1.5L CVT两驱舒适型,2015,本田,6.46万公里,1.5L,自动,14.85万,9.08万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,8,4294/1772/1605,2610,437-1456,1204,自然吸气,4缸,131,155,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,电子驻车,215/60 R16,215/60 R16,标配,标配,-,标配,标配,-
厦门,大众 帕萨特 2011款 1.8TSI DSG尊荣版,2011,大众,11.21万公里,1.8T,自动,23.75万,7.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,26,4870/1834/1472,2803,490,1520,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,215/60 R16,215/60 R16,标配,标配,标配,标配,标配,-
厦门,大众 帕萨特 2011款 1.8TSI DSG尊荣版,2011,大众,11.21万公里,1.8T,自动,23.75万,7.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,26,4870/1834/1472,2803,490,1520,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,215/60 R16,215/60 R16,标配,标配,标配,标配,标配,-
厦门,大众 帕萨特 2011款 1.8TSI DSG尊荣版,2011,大众,11.21万公里,1.8T,自动,23.75万,7.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,26,4870/1834/1472,2803,490,1520,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,215/60 R16,215/60 R16,标配,标配,标配,标配,标配,-
长沙,马自达CX-5 2015款 2.0L 自动两驱都市型,2015,马自达CX-5,7.86万公里,2.0L,自动,20.71万,11.50万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4555/1840/1710,2700,490,1455,自然吸气,4缸,155,200,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/65 R17,225/65 R17,标配,标配,-,标配,标配,-
